time,open,close,high,low,volume,vwap
2020.11.01 00:00:00.000000000,13803.69,13739.12,13906.74,13713.47,390.295761,13797.8835642
2020.11.01 01:00:00.000000000,13739.82,13774.5,13787.6,13728.45,126.2265155,13764.321249
2020.11.01 02:00:00.000000000,13775.4,13731.85,13788.35,13730.65,114.8838988,13765.1134275
2020.11.01 03:00:00.000000000,13725.39,13701.75,13747.72,13655,280.542496,13696.8540751
2020.11.01 04:00:00.000000000,13701.38,13691.07,13713.67,13630.05,210.620425,13671.7187083
2020.11.01 05:00:00.000000000,13690.82,13711.24,13772.65,13669.16,196.7524135,13726.1051893
2020.11.01 06:00:00.000000000,13710.76,13731.15,13761.56,13694.4,148.8533885,13727.6112089
2020.11.01 07:00:00.000000000,13729,13807.8,13824.9,13726.78,251.6488555,13771.016569
2020.11.01 08:00:00.000000000,13808.22,13764.41,13825,13743.09,183.6745345,13780.0597913
2020.11.01 09:00:00.000000000,13764.41,13693.02,13777.34,13686.39,138.3671079,13727.0798834
2020.11.01 10:00:00.000000000,13693.02,13739.14,13761.86,13693.02,81.6630829,13727.8868901
2020.11.01 11:00:00.000000000,13739.07,13713.86,13796.61,13671.56,107.8780305,13725.5273556
2020.11.01 12:00:00.000000000,13710.91,13775.61,13786.01,13683.9,187.8408661,13728.4906489
2020.11.01 13:00:00.000000000,13772.33,13787.54,13799.5,13746.38,145.3893869,13773.7813206
2020.11.01 14:00:00.000000000,13854.1,13808.48,13868.78,13780.14,234.0852974,13810.5946192
2020.11.01 15:00:00.000000000,13806.39,13813.88,13874.47,13804.92,377.4422957,13837.2419578
2020.11.01 16:00:00.000000000,13813.88,13812.96,13839.06,13777,284.0955376,13806.2080887
2020.11.01 17:00:00.000000000,13815.95,13820.34,13840,13781.92,347.1548692,13813.8705429
2020.11.01 18:00:00.000000000,13822.2,13805.62,13839.97,13797.01,204.9509896,13820.1342344
2020.11.01 19:00:00.000000000,13803.05,13801.01,13833,13789.83,193.8015451,13817.9832193
2020.11.01 20:00:00.000000000,13801.01,13830.31,13850,13796.8,254.9795999,13832.2317633
2020.11.01 21:00:00.000000000,13830.31,13824.1,13867,13789,332.6730091,13838.5834913
2020.11.01 22:00:00.000000000,13824.09,13709.25,13833.27,13695.69,255.3187297,13779.4790948
2020.11.01 23:00:00.000000000,13709.24,13771.59,13771.67,13650,312.9960281,13714.4493855
2020.11.02 00:00:00.000000000,13772.17,13816.57,13840,13771.7,407.9188315,13817.8401243
2020.11.02 01:00:00.000000000,13816.55,13765.24,13824.09,13762.7,212.273766,13795.4604979
2020.11.02 02:00:00.000000000,13765.24,13735.06,13777.28,13666.95,415.5568701,13717.923849
2020.11.02 03:00:00.000000000,13735.06,13697.23,13750,13659.72,279.684433,13693.329319
2020.11.02 04:00:00.000000000,13699.2,13711.41,13736.98,13661.32,190.4684844,13694.9599841
2020.11.02 05:00:00.000000000,13709.94,13700.62,13727.6,13652,204.2562294,13690.6291519
2020.11.02 06:00:00.000000000,13700.01,13747.99,13774.58,13688.3,224.8616708,13735.5541055
2020.11.02 07:00:00.000000000,13747.77,13749.41,13772.47,13728.62,179.9947089,13748.1432914
2020.11.02 08:00:00.000000000,13749.41,13513.98,13749.41,13501.03,417.5011828,13633.1945537
2020.11.02 09:00:00.000000000,13469.03,13585.79,13591,13469.03,302.1905325,13526.9028963
2020.11.02 10:00:00.000000000,13585.06,13502.59,13585.07,13477.59,262.7879089,13528.5609957
2020.11.02 11:00:00.000000000,13502.6,13423.24,13512.26,13368.75,383.0227583,13425.1118475
2020.11.02 12:00:00.000000000,13422.27,13309.59,13434.08,13215,825.0824113,13336.0064733
2020.11.02 13:00:00.000000000,13310.16,13404.35,13448.13,13290.49,619.5952217,13380.6974686
2020.11.02 14:00:00.000000000,13405.22,13481.52,13519,13374.32,738.8694335,13464.557091
2020.11.02 15:00:00.000000000,13481.03,13510,13550.07,13456.99,538.4889105,13506.687184
2020.11.02 16:00:00.000000000,13508.61,13526.31,13537,13489.01,447.0323829,13515.1506538
2020.11.02 17:00:00.000000000,13516.54,13519.71,13550,13493.5,472.2915655,13515.9018997
2020.11.02 18:00:00.000000000,13519.7,13470,13538.12,13456.75,475.829831,13497.5083766
2020.11.02 19:00:00.000000000,13469.62,13566.3,13568.63,13466.29,300.1226687,13531.3521467
2020.11.02 20:00:00.000000000,13566.38,13676,13711.47,13558.17,494.7033255,13660.0047425
2020.11.02 21:00:00.000000000,13672.59,13621.36,13676,13609.56,441.5344368,13635.4935517
2020.11.02 22:00:00.000000000,13621.35,13592.6,13661.03,13565.08,619.765886,13622.574056
2020.11.02 23:00:00.000000000,13592.97,13563.22,13615,13562.6,349.0671154,13599.9766664
2020.11.03 00:00:00.000000000,13563.22,13538.83,13584.29,13467.22,738.5544903,13515.4658912
2020.11.03 01:00:00.000000000,13540,13607.62,13615,13537.33,296.7960319,13564.7572596
2020.11.03 02:00:00.000000000,13607.62,13436.99,13649,13415.16,507.5527728,13584.3960189
