time,open,close,high,low,volume,vwap
2020.10.02 04:00:00.000000000,10648.19,10586.2,10668.56,10586.2,325.804083,10640.717686
2020.10.02 05:00:00.000000000,10586.19,10437.92,10586.19,10394.16,554.6734951,10479.4723734
2020.10.02 06:00:00.000000000,10437.92,10503.38,10515,10410,412.684461,10466.9515282
2020.10.02 07:00:00.000000000,10503.38,10491.15,10515.23,10468.27,582.5739923,10491.5005723
2020.10.02 08:00:00.000000000,10490.87,10463.94,10493.68,10446.39,255.3004073,10469.1469736
2020.10.02 09:00:00.000000000,10481.16,10448.72,10483.24,10424.48,267.0643827,10453.0522526
2020.10.02 10:00:00.000000000,10447.78,10462.44,10466.74,10392.43,260.6651559,10439.2727604
2020.10.02 11:00:00.000000000,10464.31,10448.55,10482.25,10440,268.823227,10461.2156056
2020.10.02 12:00:00.000000000,10467.5,10489.04,10496.67,10460,370.6247475,10479.6547624
2020.10.02 13:00:00.000000000,10489.04,10529.54,10561.62,10433.5,543.8659895,10482.2917294
2020.10.02 14:00:00.000000000,10529.55,10523.62,10554.12,10512.89,351.3678668,10530.2297625
2020.10.02 15:00:00.000000000,10524.94,10517.75,10549.63,10510,472.5328621,10532.6613444
2020.10.02 16:00:00.000000000,10516.68,10549.63,10564.34,10495.48,501.202598,10538.0789861
2020.10.02 17:00:00.000000000,10550.43,10543.18,10564.72,10522.87,397.1983056,10542.3089653
2020.10.02 18:00:00.000000000,10541.99,10535.04,10556.16,10528.32,283.9604635,10545.8818891
2020.10.02 19:00:00.000000000,10539,10515.13,10548.19,10515.13,246.7343925,10532.3848391
2020.10.02 20:00:00.000000000,10515.13,10546.1,10557.75,10510.28,278.8224313,10535.7430828
2020.10.02 21:00:00.000000000,10546.09,10496.92,10557.99,10472.09,296.8558379,10529.1556297
2020.10.02 22:00:00.000000000,10484.61,10564.9,10584.19,10471.77,288.0601177,10536.5430436
2020.10.02 23:00:00.000000000,10557.2,10573.12,10577.75,10553.96,204.5432531,10567.1341784
2020.10.03 00:00:00.000000000,10573.12,10550.29,10579.7,10532.59,159.0902653,10551.7121592
2020.10.03 01:00:00.000000000,10550.28,10539.12,10560.46,10527.15,142.1857116,10544.1164209
2020.10.03 02:00:00.000000000,10539.12,10545.99,10553.87,10525.21,171.6872656,10541.1046398
2020.10.03 03:00:00.000000000,10545.98,10554.95,10566.57,10536.74,131.2051305,10551.6521652
2020.10.03 04:00:00.000000000,10553.97,10561.78,10563,10544.59,104.5821047,10556.0546802
2020.10.03 05:00:00.000000000,10561.77,10542.75,10565,10536.36,82.0997462,10545.3860994
2020.10.03 06:00:00.000000000,10541.32,10530.08,10552.95,10498.02,143.7922868,10524.0743058
2020.10.03 07:00:00.000000000,10530.08,10529.95,10533.92,10515.73,63.1320517,10523.6129887
2020.10.03 08:00:00.000000000,10529.67,10511.17,10557.38,10503.33,92.6159177,10526.9659851
2020.10.03 09:00:00.000000000,10511.18,10528.68,10543.02,10508.85,69.3109657,10525.1597341
2020.10.03 10:00:00.000000000,10526.47,10552.67,10554.58,10522.08,82.0424671,10537.4366308
2020.10.03 11:00:00.000000000,10552.68,10542.07,10564.82,10533,93.6725206,10546.7477832
2020.10.03 12:00:00.000000000,10540.72,10539.1,10547.21,10523.82,82.8124719,10536.9506658
2020.10.03 13:00:00.000000000,10539.5,10533.88,10553.69,10530.22,86.2714279,10537.9257764
2020.10.03 14:00:00.000000000,10534.45,10541.01,10546.85,10530.22,155.3481463,10542.0068459
2020.10.03 15:00:00.000000000,10540.49,10550.04,10559.84,10532.51,163.1826884,10545.5933894
2020.10.03 16:00:00.000000000,10549.91,10582.24,10606.36,10541.08,204.2162345,10566.9093366
2020.10.03 17:00:00.000000000,10584.54,10587.46,10589.64,10567.01,155.5750029,10576.9771099
2020.10.03 18:00:00.000000000,10587.59,10580.51,10594.18,10570.09,153.5296795,10581.5814506
2020.10.03 19:00:00.000000000,10581.25,10589.25,10598.89,10576.2,185.7940427,10587.5123565
2020.10.03 20:00:00.000000000,10589.25,10572.03,10595.89,10562.74,154.4518246,10577.3715601
2020.10.03 21:00:00.000000000,10572.03,10578.61,10582.36,10562.6,213.6559127,10573.1659969
2020.10.03 22:00:00.000000000,10578.61,10563.72,10578.78,10534.65,202.5400072,10552.3277301
2020.10.03 23:00:00.000000000,10563.73,10551.65,10570.6,10543.01,118.910721,10557.4884475
2020.10.04 00:00:00.000000000,10550.32,10550.7,10565.9,10526.55,102.9468881,10547.7856192
2020.10.04 01:00:00.000000000,10550.1,10545.52,10552.09,10521.87,130.340672,10538.5223853
2020.10.04 02:00:00.000000000,10544.72,10556,10560.28,10533.73,122.474653,10546.5001477
2020.10.04 03:00:00.000000000,10555.99,10552.18,10566.11,10546.55,98.4201885,10556.0736076
2020.10.04 04:00:00.000000000,10551.14,10570.74,10580,10551.14,106.2788524,10571.2095245
2020.10.04 05:00:00.000000000,10570.74,10569.88,10584.94,10567.68,107.7097371,10578.9302301
2020.10.04 06:00:00.000000000,10568.66,10621.2,10644.12,10567.71,232.1197519,10613.1451023
2020.10.04 07:00:00.000000000,10619.22,10613.41,10633.33,10604.67,88.8477409,10615.1730027
2020.10.04 08:00:00.000000000,10614.68,10601.72,10621.96,10589.73,66.9296198,10606.836334
2020.10.04 09:00:00.000000000,10601.72,10600.92,10607.05,10588.24,55.7596528,10598.5831892
2020.10.04 10:00:00.000000000,10600.91,10587.38,10601.63,10573.76,67.9605716,10585.6462253
2020.10.04 11:00:00.000000000,10586.98,10604.54,10614.62,10578.97,66.1885912,10589.8008811
2020.10.04 12:00:00.000000000,10604.53,10609.75,10610.36,10576.82,87.2784778,10596.0988597
2020.10.04 13:00:00.000000000,10609.75,10611.5,10625,10600.95,190.9829526,10614.4695082
2020.10.04 14:00:00.000000000,10611.5,10610,10614.94,10593.33,161.6944072,10605.4337053
2020.10.04 15:00:00.000000000,10609.91,10597.22,10614.82,10592.07,196.5777665,10605.3711687
2020.10.04 16:00:00.000000000,10597.59,10605.6,10610.09,10584.76,178.6546854,10603.2270849
2020.10.04 17:00:00.000000000,10605.49,10610,10610,10596.78,177.8099419,10605.708811
2020.10.04 18:00:00.000000000,10610,10635.07,10650,10599.49,281.8780938,10629.8557081
2020.10.04 19:00:00.000000000,10635.89,10677.02,10697,10635.88,277.5013518,10668.2599077
2020.10.04 20:00:00.000000000,10677.18,10646.9,10694.02,10641.47,258.0026631,10675.7086959
2020.10.04 21:00:00.000000000,10646.89,10647.1,10667.03,10645.55,162.9336211,10659.3893385
2020.10.04 22:00:00.000000000,10647.68,10662.48,10683.61,10641.58,143.7035823,10663.6311042
2020.10.04 23:00:00.000000000,10660.54,10671.11,10677.97,10651.48,144.5804074,10662.9964883
2020.10.05 00:00:00.000000000,10670.01,10709.37,10759.62,10660.42,506.1971276,10716.4826299
2020.10.05 01:00:00.000000000,10709.37,10695.54,10711.15,10688.61,184.3630551,10703.1826135
2020.10.05 02:00:00.000000000,10694.88,10715.86,10717.42,10691.61,208.1813792,10706.2299517
2020.10.05 03:00:00.000000000,10715.84,10672.15,10719.78,10668.41,222.1871889,10691.1853694
2020.10.05 04:00:00.000000000,10672.15,10659.62,10676.94,10640.56,200.0092641,10663.0007252
2020.10.05 05:00:00.000000000,10663.94,10680.46,10682.8,10657.77,92.4089241,10667.4820465
2020.10.05 06:00:00.000000000,10680.45,10643.71,10680.46,10621.12,125.3871716,10647.1889409
2020.10.05 07:00:00.000000000,10643.7,10693.44,10699.82,10634.17,250.2081556,10665.4335221
2020.10.05 08:00:00.000000000,10693.63,10674.66,10700,10672.96,154.320112,10687.7123191
2020.10.05 09:00:00.000000000,10674.66,10682.98,10691.51,10665.56,111.4101046,10679.7271092
2020.10.05 10:00:00.000000000,10682.98,10679.55,10688.5,10660.89,116.7646452,10667.5305317
2020.10.05 11:00:00.000000000,10681.59,10667.54,10695.49,10665.87,103.7750711,10673.5964626
2020.10.05 12:00:00.000000000,10665.87,10696.47,10699.09,10660.1,171.307868,10680.3552358
2020.10.05 13:00:00.000000000,10696.99,10731.05,10735,10696.99,410.7049318,10716.6532117
2020.10.05 14:00:00.000000000,10732.45,10726.64,10775.26,10715,610.5472152,10737.0687533
2020.10.05 15:00:00.000000000,10726.64,10727.47,10736.75,10709,425.8720301,10723.2025477
2020.10.05 16:00:00.000000000,10727.47,10746,10746.85,10703.36,397.8629158,10724.4704528
2020.10.05 17:00:00.000000000,10746,10695.49,10746.47,10688.48,327.5936548,10721.2235089
2020.10.05 18:00:00.000000000,10695.49,10716.17,10719.46,10680.62,293.9444281,10696.3980367
2020.10.05 19:00:00.000000000,10715.77,10736.72,10740,10711.85,241.097879,10731.3153292
2020.10.05 20:00:00.000000000,10733.37,10742.82,10760.24,10730,308.2428761,10741.4766983
2020.10.05 21:00:00.000000000,10742.68,10740,10753.06,10738.21,64.6609034,10740.7442201
2020.10.05 22:00:00.000000000,10740,10753.72,10772.86,10740,234.7900896,10758.2343393
2020.10.05 23:00:00.000000000,10752.65,10795.71,10800,10740.69,261.3596724,10767.5598198
2020.10.06 00:00:00.000000000,10796.97,10758.46,10800,10751.52,269.9837745,10778.5689601
2020.10.06 01:00:00.000000000,10758.45,10768.78,10779.99,10746.72,185.9830608,10765.147503
2020.10.06 02:00:00.000000000,10768.37,10763.45,10799.53,10763.44,186.4254438,10776.3484647
2020.10.06 03:00:00.000000000,10763.45,10769.31,10790.17,10757.1,138.4222262,10770.6392251
2020.10.06 04:00:00.000000000,10768.53,10769.19,10785.07,10764.1,122.2115829,10776.3174374
2020.10.06 05:00:00.000000000,10769.2,10749.82,10769.2,10739.97,131.0760542,10753.2807703
2020.10.06 06:00:00.000000000,10749.81,10743.55,10757.29,10735.91,102.1250764,10742.2064953
2020.10.06 07:00:00.000000000,10743.54,10714.01,10769.41,10707,123.9736171,10741.376395
2020.10.06 08:00:00.000000000,10714.01,10741.63,10741.63,10707,127.8779453,10718.3411782
2020.10.06 09:00:00.000000000,10741.48,10746.8,10750,10732.54,117.6216804,10738.5437439
2020.10.06 10:00:00.000000000,10746.8,10705.11,10750,10705.11,132.2933221,10726.881161
2020.10.06 11:00:00.000000000,10703.83,10697.9,10709.76,10650,241.6277425,10685.6944482
2020.10.06 12:00:00.000000000,10697.34,10697.25,10722.58,10686.02,191.3669269,10703.2885804
2020.10.06 13:00:00.000000000,10697.97,10675.3,10715,10669.42,331.344264,10699.4748205
2020.10.06 14:00:00.000000000,10675.01,10670.9,10700.97,10652.82,313.1760946,10679.2423605
2020.10.06 15:00:00.000000000,10670.9,10732.84,10750.14,10618.13,484.9701921,10687.4959058
2020.10.06 16:00:00.000000000,10733.64,10724.69,10746.55,10713.17,348.4219707,10726.9060386
2020.10.06 17:00:00.000000000,10724.69,10708.93,10735.31,10703.39,276.9804139,10711.0158641
2020.10.06 18:00:00.000000000,10708.94,10627.62,10737.98,10625,409.9081272,10689.5146446
2020.10.06 19:00:00.000000000,10563.94,10568.01,10605.5,10528.42,795.0111552,10568.0399789
2020.10.06 20:00:00.000000000,10568.01,10545.2,10573.98,10529.24,338.6929296,10555.9142676
2020.10.06 21:00:00.000000000,10545.2,10568.84,10580.44,10526.22,439.8352447,10556.2068702
2020.10.06 22:00:00.000000000,10567.39,10586.99,10597.71,10561.16,303.6702858,10586.0219825
2020.10.06 23:00:00.000000000,10587,10600.94,10616.67,10575.01,364.3492562,10592.6823723
2020.10.07 00:00:00.000000000,10601.2,10593.96,10602.32,10577.05,393.9457367,10589.6015464
2020.10.07 01:00:00.000000000,10592.65,10583.49,10596.48,10546.78,400.632285,10571.7159323
2020.10.07 02:00:00.000000000,10584.64,10595.01,10605.94,10582.36,227.4421383,10591.5249656
2020.10.07 03:00:00.000000000,10595.01,10578.96,10601.17,10575.53,277.8767811,10586.9431128
2020.10.07 04:00:00.000000000,10575.77,10592.26,10599.05,10572.43,189.6972234,10586.680121
2020.10.07 05:00:00.000000000,10591.85,10611,10617.24,10579,224.3518201,10605.8275624
2020.10.07 06:00:00.000000000,10610.99,10624.01,10628.98,10605.81,214.7217273,10616.8838496
2020.10.07 07:00:00.000000000,10624.01,10619,10632.1,10600.96,170.7429659,10616.1953231
2020.10.07 08:00:00.000000000,10619.69,10614.94,10626.78,10597.94,150.5854658,10610.7284914
2020.10.07 09:00:00.000000000,10614.94,10587.88,10622.27,10586.39,158.126501,10602.017085
2020.10.07 10:00:00.000000000,10587.64,10601.05,10604.71,10577.98,115.9578158,10589.6160738
2020.10.07 11:00:00.000000000,10601.47,10605.2,10612.93,10585.27,121.7098397,10598.5970131
2020.10.07 12:00:00.000000000,10605.19,10628.61,10636.08,10605.19,202.5887202,10622.4506042
2020.10.07 13:00:00.000000000,10629.73,10614.73,10642,10614.55,199.9927978,10622.4270722
2020.10.07 14:00:00.000000000,10614.86,10629.99,10631.16,10597.21,387.7086535,10615.833762
2020.10.07 15:00:00.000000000,10630,10630,10650.13,10615.29,362.6370267,10633.8069314
2020.10.07 16:00:00.000000000,10630.62,10629.27,10636.46,10601.07,332.5341081,10622.0287659
2020.10.07 17:00:00.000000000,10629.49,10637.87,10647.88,10615.42,298.9080455,10631.0219635
2020.10.07 18:00:00.000000000,10639.21,10661.87,10666.21,10630.9,218.1333104,10651.3142002
2020.10.07 19:00:00.000000000,10662.48,10652.89,10683.75,10649.01,401.860708,10665.9032144
2020.10.07 20:00:00.000000000,10653.13,10663.26,10665.31,10642.79,407.5744633,10657.8804233
2020.10.07 21:00:00.000000000,10662.01,10662.1,10669.6,10660,216.7449825,10664.3263875
2020.10.07 22:00:00.000000000,10661.82,10661.35,10663.81,10645.06,168.6065233,10653.7462093
2020.10.07 23:00:00.000000000,10661.35,10670.47,10677.6,10651.55,218.7177273,10665.582704
2020.10.08 00:00:00.000000000,10670.47,10643.85,10674.88,10642.27,193.8960365,10655.4247603
2020.10.08 01:00:00.000000000,10643.94,10647,10650,10620.86,176.8954263,10635.9460191
2020.10.08 02:00:00.000000000,10644.83,10642.38,10645.77,10626.59,159.1977992,10636.6076159
2020.10.08 03:00:00.000000000,10642.38,10645.61,10657.22,10641,146.8231134,10648.5273031
2020.10.08 04:00:00.000000000,10645.61,10634.01,10646.04,10632.36,124.376709,10640.5610986
2020.10.08 05:00:00.000000000,10634.01,10616.74,10640,10605.24,239.1725184,10621.5843232
2020.10.08 06:00:00.000000000,10616.99,10627.13,10631.63,10608.17,105.9719236,10620.2348263
2020.10.08 07:00:00.000000000,10627.12,10588.51,10627.12,10566.9,327.6355445,10594.1618122
2020.10.08 08:00:00.000000000,10590.41,10563.12,10603.75,10554.5,163.9960214,10586.6109724
2020.10.08 09:00:00.000000000,10563.12,10563.18,10576.36,10532.11,298.7203228,10554.7849479
2020.10.08 10:00:00.000000000,10563.18,10612.07,10630.5,10557.25,161.2541908,10597.0247512
2020.10.08 11:00:00.000000000,10609.03,10605.41,10613.25,10597.82,91.0199425,10602.7478647
2020.10.08 12:00:00.000000000,10605.41,10637.31,10657.29,10595.9,333.5609533,10628.8153396
2020.10.08 13:00:00.000000000,10637.32,10734.57,10750,10619.01,790.475994,10712.6739614
2020.10.08 14:00:00.000000000,10734.57,10902.51,10949.99,10713.26,1210.4818126,10844.6727953
2020.10.08 15:00:00.000000000,10908,10901.1,10923.48,10861,1168.9810239,10897.9018501
2020.10.08 16:00:00.000000000,10901.11,10932.94,10940.05,10894.94,687.9334465,10917.7450521
2020.10.08 17:00:00.000000000,10933.08,10884.18,10963.16,10873.28,1136.2285404,10918.9700559
2020.10.08 18:00:00.000000000,10884.18,10875.03,10900,10850,448.5224748,10883.317335
2020.10.08 19:00:00.000000000,10875.02,10885.49,10901.72,10861.69,420.4329316,10884.6202847
2020.10.08 20:00:00.000000000,10885.49,10894.54,10905,10868.94,379.5964333,10885.1981116
2020.10.08 21:00:00.000000000,10894.53,10881.75,10905,10874.57,245.0237737,10889.6031935
2020.10.08 22:00:00.000000000,10882.13,10901.37,10914.99,10880,414.1402768,10899.5868978
2020.10.08 23:00:00.000000000,10901.35,10933.09,10943.58,10885.55,432.7229851,10904.1138406
2020.10.09 00:00:00.000000000,10932.44,10883.2,10947.03,10865.34,351.0863529,10909.5106002
2020.10.09 01:00:00.000000000,10883.17,10901.53,10905.79,10876.13,260.5357471,10890.677567
2020.10.09 02:00:00.000000000,10901.52,10905.86,10926.73,10897.68,332.1596694,10909.1755886
2020.10.09 03:00:00.000000000,10905.86,10891.75,10910,10884.59,285.8116893,10896.3727306
2020.10.09 04:00:00.000000000,10891.44,10878.03,10898.25,10870.01,113.9136114,10884.3050384
2020.10.09 05:00:00.000000000,10877.61,10868.01,10891.08,10865,94.6754263,10880.344935
2020.10.09 06:00:00.000000000,10868,10853.17,10869,10834.49,388.4790921,10849.6419738
2020.10.09 07:00:00.000000000,10854,10893.92,10909.8,10851.12,160.7760589,10885.7822702
2020.10.09 08:00:00.000000000,10893.92,10896.21,10900,10882.44,159.7340778,10889.5751888
2020.10.09 09:00:00.000000000,10896.13,10876.98,10896.13,10868,122.5544765,10876.4416199
2020.10.09 10:00:00.000000000,10876.98,10985.03,11010,10874,906.7515471,10974.3664212
2020.10.09 11:00:00.000000000,11055.03,11050.19,11107.3,11028.1,599.3635384,11061.6267126
2020.10.09 12:00:00.000000000,11050.72,11070.15,11111.11,11043.51,580.2206969,11070.1293339
2020.10.09 13:00:00.000000000,11070.44,11080.01,11090,11053.79,765.4328111,11076.2228411
2020.10.09 14:00:00.000000000,11080,11072.34,11086.6,11046.02,650.536111,11075.197234
2020.10.09 15:00:00.000000000,11070.45,11096.3,11098.63,11052.22,384.7278261,11067.2979373
2020.10.09 16:00:00.000000000,11095.77,11054.12,11111.11,11047.39,722.7551541,11062.8195068
2020.10.09 17:00:00.000000000,11054.13,11069.28,11070.1,11051.13,495.1449566,11061.877812
2020.10.09 18:00:00.000000000,11068.9,11052.98,11070.95,11023.54,491.9920615,11047.7814721
2020.10.09 19:00:00.000000000,11051.95,11043.14,11055.93,11023.83,364.5113185,11041.4027826
2020.10.09 20:00:00.000000000,11043.13,11040.01,11059.31,11036.05,294.6274471,11047.9814347
2020.10.09 21:00:00.000000000,11040.01,11058.32,11058.52,11024.53,265.8767547,11039.2592893
2020.10.09 22:00:00.000000000,11058.32,11081.54,11083.86,11047.18,260.5579382,11058.5931031
2020.10.09 23:00:00.000000000,11082.17,11057.07,11099.32,11056.18,255.9168372,11078.3653852
2020.10.10 00:00:00.000000000,11057.07,11084.66,11099.32,11055.75,248.571081,11077.3461153
2020.10.10 01:00:00.000000000,11084.66,11097.74,11099.35,11063.98,182.2968021,11089.3958935
2020.10.10 02:00:00.000000000,11097.74,11389.43,11439,11091.46,1832.9640685,11337.2868792
2020.10.10 03:00:00.000000000,11389.5,11412.53,11434.79,11385.5,690.5358913,11410.4473404
2020.10.10 04:00:00.000000000,11411.89,11408.46,11429.3,11380.24,308.8424483,11405.2230351
2020.10.10 05:00:00.000000000,11408.46,11377.94,11410,11368.09,320.9440253,11390.9596702
2020.10.10 06:00:00.000000000,11377.96,11359.85,11394.68,11355.49,276.9374546,11383.4187287
2020.10.10 07:00:00.000000000,11359.48,11387.11,11388.88,11358.41,198.0927937,11374.2743488
2020.10.10 08:00:00.000000000,11387.12,11380.02,11399.92,11368.2,91.0801134,11381.3769825
2020.10.10 09:00:00.000000000,11380.1,11321.78,11389.3,11281.26,290.5204025,11325.5848029
2020.10.10 10:00:00.000000000,11321.18,11319.52,11325,11235.16,205.2153068,11282.5847636
2020.10.10 11:00:00.000000000,11319.52,11322.6,11362.94,11303.22,322.0809332,11326.0642839
2020.10.10 12:00:00.000000000,11322.6,11345.54,11348.34,11290.63,298.2073651,11321.741296
2020.10.10 13:00:00.000000000,11346.41,11355.67,11368.92,11316.59,262.7177714,11342.8571147
2020.10.10 14:00:00.000000000,11355.7,11362.44,11368.05,11322.7,519.7004214,11350.0767916
2020.10.10 15:00:00.000000000,11363.26,11357.19,11423.14,11318.11,480.6997836,11371.5462267
2020.10.10 16:00:00.000000000,11357.96,11339.21,11377.44,11320,298.2763039,11343.5607982
2020.10.10 17:00:00.000000000,11339.21,11360.41,11376.52,11335.06,294.7353311,11356.9061947
2020.10.10 18:00:00.000000000,11360.41,11371,11378.41,11348.04,235.0876892,11361.876437
2020.10.10 19:00:00.000000000,11371,11361.28,11378.39,11352.65,239.7326974,11366.2737099
2020.10.10 20:00:00.000000000,11360.74,11369.05,11374.36,11347.01,168.2279479,11361.2667679
2020.10.10 21:00:00.000000000,11369.05,11377,11382.31,11329.28,264.1749432,11360.3724867
2020.10.10 22:00:00.000000000,11376.82,11355,11376.82,11337.94,180.8790588,11359.6360559
2020.10.10 23:00:00.000000000,11355,11299.5,11355.01,11267.78,348.3008686,11304.1500583
2020.10.11 00:00:00.000000000,11299.52,11310.14,11327.01,11280.01,261.6097387,11302.2005486
2020.10.11 01:00:00.000000000,11310.13,11374.41,11399.19,11308.26,293.12187,11346.3452818
2020.10.11 02:00:00.000000000,11373.23,11357.83,11377.64,11347.43,127.142486,11363.111425
2020.10.11 03:00:00.000000000,11357.83,11335.79,11357.83,11312.52,180.1610375,11344.2912566
2020.10.11 04:00:00.000000000,11335.65,11322.66,11344.86,11305.43,166.5277903,11324.063882
2020.10.11 05:00:00.000000000,11322.66,11342.71,11349,11303.56,153.6667476,11330.1949343
2020.10.11 06:00:00.000000000,11342.71,11362.1,11373.74,11336.84,132.2083008,11353.5837615
2020.10.11 07:00:00.000000000,11362.25,11354.98,11373.07,11343.66,112.4897151,11357.5885459
2020.10.11 08:00:00.000000000,11354.99,11347.3,11368.03,11337.5,115.3273011,11351.106353
2020.10.11 09:00:00.000000000,11347.3,11355.61,11358.11,11328.21,105.6784733,11347.650872
2020.10.11 10:00:00.000000000,11355.62,11391.08,11404.03,11342.7,148.8194166,11370.9566175
2020.10.11 11:00:00.000000000,11396.16,11373.89,11409.33,11352.3,119.1737393,11382.1152621
2020.10.11 12:00:00.000000000,11373.88,11359.36,11383.81,11350,99.1247644,11369.184822
2020.10.11 13:00:00.000000000,11359.36,11372.73,11381.47,11339,154.2656541,11366.8560671
2020.10.11 14:00:00.000000000,11373.49,11379.53,11444.25,11351.38,310.0837462,11389.503041
2020.10.11 15:00:00.000000000,11411.41,11407.23,11443.73,11394.49,224.5732333,11416.1119346
2020.10.11 16:00:00.000000000,11407.23,11394.99,11427.1,11366.77,266.1412045,11405.3147592
2020.10.11 17:00:00.000000000,11394.99,11425,11431.81,11394.99,228.7009951,11412.3093136
2020.10.11 18:00:00.000000000,11425,11411.94,11430.02,11386.34,207.1855713,11411.435243
2020.10.11 19:00:00.000000000,11411.94,11337.26,11419.11,11320,355.0003435,11360.7153047
2020.10.11 20:00:00.000000000,11337.26,11331.78,11361.76,11331.78,316.4174042,11350.2723252
2020.10.11 21:00:00.000000000,11330.78,11326.89,11345.81,11276.28,345.4438743,11308.0379082
2020.10.11 22:00:00.000000000,11325.74,11359.25,11362.82,11298.97,331.6529926,11336.508218
2020.10.11 23:00:00.000000000,11359.4,11374.01,11399.74,11348.92,304.9974294,11378.519946
2020.10.12 00:00:00.000000000,11374.01,11385.07,11385.71,11352,328.1913694,11367.6914343
2020.10.12 01:00:00.000000000,11385.07,11398.58,11410.01,11358.04,313.5761026,11389.8093847
2020.10.12 02:00:00.000000000,11398.58,11402.91,11409.99,11375.36,182.0675684,11390.8563765
2020.10.12 03:00:00.000000000,11402.9,11389.04,11409.99,11386.81,189.5786276,11399.9152416
2020.10.12 04:00:00.000000000,11389.04,11386.26,11397.76,11368.88,114.4194868,11381.215341
2020.10.12 05:00:00.000000000,11386.26,11401.67,11411.63,11377.8,190.9079126,11395.651007
2020.10.12 06:00:00.000000000,11401.68,11340.02,11404.98,11340,203.6233668,11364.2039479
2020.10.12 07:00:00.000000000,11340.01,11377.04,11393.72,11330.29,204.39368,11359.36988
2020.10.12 08:00:00.000000000,11377.04,11359.72,11393.6,11359.72,86.9199925,11371.3451084
2020.10.12 09:00:00.000000000,11356.94,11359.55,11376.6,11310.12,185.8036524,11345.3048976
2020.10.12 10:00:00.000000000,11359.66,11256.53,11365.27,11187.6,705.1554158,11244.8200202
2020.10.12 11:00:00.000000000,11267.43,11247.6,11276.06,11241.91,165.917082,11256.8076139
2020.10.12 12:00:00.000000000,11247.61,11294.15,11296.46,11240.51,202.1994119,11276.7919249
2020.10.12 13:00:00.000000000,11295.07,11499.22,11534.48,11280.06,736.840807,11426.2406852
2020.10.12 14:00:00.000000000,11470.46,11472.75,11514.59,11450,541.7269079,11480.1989989
2020.10.12 15:00:00.000000000,11472.74,11567.14,11600,11472.74,916.2237388,11534.362682
2020.10.12 16:00:00.000000000,11557.11,11557.42,11587.33,11534,715.8778757,11569.2219043
2020.10.12 17:00:00.000000000,11557.43,11560.14,11574.61,11534.5,697.6817227,11554.1709714
2020.10.12 18:00:00.000000000,11560.13,11555.47,11574.98,11545.91,567.0305673,11561.2850914
2020.10.12 19:00:00.000000000,11555.47,11549,11582.64,11542.86,391.9313227,11561.1240787
